Name,Address,Latitude,Longitude,Note,Total_review,Reviews,Category,weather_impact
Slow Galerie,"5 Rue Jean-Pierre Timbaud, 75011 Paris",48.85,2.2,"4,8",274,"[('Joanna', '2024-12-06', '5', ""Petite galerie très charmante découverte durant l'exposition de midsommar. J'aime beaucoup la diversité des artistes et des travaux !! De plus l'endroit est certes un peu petit pour circuler mais il reste cosy :))""), ('Léna Reungoat', 'None', '5', 'Service exemplaire! A la fois sur place & pour les commandes passées via le site je recommande les yeux fermés + galerie très agréable et l’espace exposition est sympa pour découvrir l’artiste du moment!'), ('Frédérique Bassoulet', '2024-04-24', '5', ""Une très belle découverte que cette petite galerie/boutique d'illustrations ! Le choix est vaste, beaucoup d'artistes sont présents, il faut prendre son temps pour découvrir de vraies pépites, il y en a pour tous les goûts, c'est un vrai plaisir !""), ('Noémie Hervet', '2022-12-21', '5', 'Magnifique galerie d’art dédiée à l’illustration et à la sérigraphie\n\nLa musique douce, les dizaines d’œuvres exposées et l’ambiance apaisante font de …'), ('Damanyuh', '2022-12-21', '5', ""Un lieu très sympa et cozy avec de tes belles expositions. Les prix sont raisonnables, ils sont spécifiés avec ou sans encadrement. La sélection d'artistes est super aussi, et assez éclectique ce qui permet de belles découvertes ! …""), ('Eloïse Renou', '2024-03-25', '5', ""J'adore aller dans ce magasin. Toujours de belles affiches. Il y a souvent une expo en plus. En plus, le personnel est super sympa. Le plus dur c'est de faire un choix entre toutes les affiches et les artistes ;)""), ('A. Schirm', '2024-11-20', '4', 'Superbe galerie avec des petits tableaux dépaysants dans plusieurs styles différents. Génial le concept! Par contre le personnel porte bien le nom de la gallerie ""slow"" 😉 …'), ('Lucas Hasebrink', '2024-09-21', '5', 'Galerie très cozy, les petites expositions font toujours plaisirs et il y en a pour pas mal de goûts, proche de République, cette galerie vaut le détour!'), ('Emma Panis', '2023-12-21', '5', ""Galerie mettant à l'honneur l'illustration avec une large sélection d’artistes. Il faut flâner et fouiller pour trouver des pépites. Le lieu propose également de belles expositions sur les artistes.""), ('Corinne Malfreyt', '2023-12-21', '5', ""Une très belle galerie avec des épreuves numérotées de travaux d'artistes contemporains.  On peut acquérir de petits tableaux à prix très raisonnable.  Lieu sympathique avec accueil de même et belle sélection d'artistes pour tous les goûts.  A découvrir !"")]",art,0
Galerie Anne Barrault,"51 Rue des Archives, 75003 Paris",48.85,2.2,"4,7",43,"[('Alella Fleury Larose', '2023-12-21', '5', ""Magnifique exposition Jochen Gerner et le tapis avec la tête d'Obama. Bonne visite 😉 …""), ('Did Boq', '2021-12-21', '2', 'Belle galerie, choix des artistes intéressant.\nAccueil peu chaleureux comme très souvent dans les galeries parisiennes...'), ('saïd Anas', '2021-12-21', '5', ""Très bon accueil et belle présentation du lieu ,,, bientôt ma visite lors du vernissage de l'artiste David Renaud en images sur FLECHEINFO.COM.""), ('Guillaume Cugnet', '2020-12-21', '5', 'De précieux conseils distillés dans cette galerie !'), ('Muriel Bailleul', '2022-12-21', '5', 'Hyper original surtout la salle du fond'), ('Mounir Zendjebil', '2021-12-21', '4', ""Intéressant pour ceux qui aiment l'art""), ('Bérénice DUFAURE', '2019-12-22', '5', 'Galerie très sympa'), ('jean philippe Q', '2019-12-22', '5', 'Parfait'), ('Michel Sibilli', '2019-12-22', '4', 'Vive Topor'), ('Pieter', '2021-12-21', '5', 'Belle galerie, personnel sympathique.')]",art,0
Galerie Montmartre,"11 Pl. du Tertre, 75018 Paris",48.85,2.2,"4,6",118,"[('Ahmed Ait issad', '2020-12-21', '5', ""Magnifique galerie situé à l'iconique place du Tertre à Montmartre.\nOn y trouve des œuvres exceptionnelles tel Richard Orlinski, Jisbar et bcp d'autres..""), ('Pascal Montico', '2024-04-24', '3', 'Bonjour\nJ suis passé ce week-end belles sculptures en marbre,  certaines  sont faites à la commande numérique et par ordinateur il me semble !! Pouvez vous nous …'), ('dexter', '2023-12-21', '5', ""Belle surprise que cette galerie sur la place du Tertre, il y a toujours à voir et l'accueil est très sympathique. Une halte indispensable lors d'une balade à Montmartre !""), ('Revolversus 433', '2023-12-21', '5', ""Une bien belle surprise que j'ai vécu en entrant dans ce superbe lieu en plein cœur de Paris !\nUne équipe aimable, impliquée et accueillante, qui m'ont permis de découvrir …""), ('Alain Manaut', '2017-12-22', '5', ""c'est rès belle galerie l'accueil y est bon  . des oeuvres très intéressante , moderne , contemporaine et des artistes tendances à voir""), ('Nathan Caudeli', '2023-12-21', '5', ""La Galerie de Montmartre sur la Place du Tertre est un endroit charmant pour admirer des peintures et des sculptures. L'atmosphère est agréable et les artistes sont talentueux. Je recommande cet endroit pour les amateurs d'art et les touristes en quête d'une expérience culturelle.""), ('VALLOT Carla', '2023-12-21', '5', 'Une magnifique Galerie située sur l’une des plus belles places de Paris, la Place du Tertre. J’y ai découvert des artistes exceptionnels, présentés par le personnel de la galerie très chaleureux et accueillant, prêt à répondre à toutes mes …'), ('Alice Blanchet', '2023-12-21', '5', 'Magnifique galerie située sur l’incontournable Place du Tertre. Équipe professionnelle et accueillante, un vrai plaisir ! Un lieu chaleureux et original, je recommande !'), ('Lyna Soulier', '2022-12-21', '5', 'Très jolie galerie avec des œuvres magnifiques !\nLe personnel est à l’écoute et attentif aux clients. Je vous recommande vivement de vous y rendre.'), ('Loane Soulier', '2022-12-21', '5', ""Magnifique galerie dans ce quartier iconique de Paris.\nAccueil très chaleureux, l'équipe est à l'écoute et les oeuvres sont top !\nJe recommande ++"")]",art,0
Galerie Xippas,"108 Rue Vieille du Temple, 75003 Paris",48.85,2.2,"4,8",28,"[('Sébastien Hugel', '2022-12-21', '5', ""Superbe galerie, entrée libre et mise en valeur soignée et possibilité d'avoir des explications très intéressantes et distillées avec grandes gentillesse. …""), ('Victor Gubbiotti', '2024-01-25', '4', 'Bonne galerie globalement, attention à bien aller en bas dans le,sous,sol,pour y accéder.'), ('Perrine GODEL', '2021-12-21', '5', 'Les galeristes sont très gentils et la galerie est immense. C’est toujours un plaisir de visiter cette galerie bien agencée où les expositions sont variées et sont une véritable expérience.'), ('Stéphane Brière', '2024-03-25', '5', 'Excellente sélection d’artistes'), ('Rosa Ramirez ferrer', '2022-12-21', '5', 'Muy agradable y limpio (original) Très Jolie et propre'), ('BEL ENFANT Ben', '2019-12-22', '5', 'Galerie très intéressante et bel accueil.'), ('Clémence Borst', '2022-12-21', '5', ""Magnifique choix d'artistes""), ('Adeline Ben', '2022-12-21', '5', ""J'adore""), ('olivier saboulard', '2019-12-22', '5', 'Toujours intéressant'), ('Design Expert', '2024-05-24', '5', ""J'ai adoré !"")]",art,0
6clo,"36 Rue Saint-Paul, 75004 Paris",48.87,2.28,"4,9",363,"[('Joel Ronez', '2024-05-24', '5', ""Super équipement (Sirrus), super concept, ouvert tous les jours. Vélos en parfait état, remise ponctuelle, et dépannage avec le café à côté en dehors des heures d'ouverture. Tarifs vraiment top. Aller à Nemours depuis Paris en suivant la Seine (130 km) en 2 jours), et vélo très adapté pour les différents revêtements.""), ('Flora Magno', '2024-09-21', '5', 'Service de location pratique et efficace! On est arrivé à 10h et Bokolo (très sympa) nous a très bien reçu et préparé le vélo rapidement. Équipement en parfait état! …'), ('Martini Thibaut', '2024-09-21', '4', ""Bonne expérience avec 6clo. J'ai loué 2 vélos pour 5 jours, pas de mauvaise surprise ou de surcoûts cachés. Les vélos sont très confortables et de qualité. Petit bémol, nous avons eu à faire un peu de mécanique sur le bord de la route puis à passer chez un réparateur : un disque de frein déserré par les vibrations.""), ('Elisa Bellino', '2024-08-22', '5', 'Très bonne expérience! Aucun souci avec les vélos, le personnel a été très gentil et disponible pour tous nos besoins. Absolument recommandé!'), ('Slim ALOUI', '2020-12-21', '5', 'Très bonne expérience de location pour une journée vélo.\nLocation simple et professionnel.\nMaterial de qualité. …'), ('Alain Pannier', '2020-12-21', '5', ""Grace à 6clo j'ai pu louer à deux reprises un super vélo specialized et parfaire ma condition physique pour ma course que j'avais au retour de mes vacances sur paris ! et grâce à cela: podium ! …""), ('matthieu wynarski', '2024-06-23', '5', 'J’ai effectué 2 locations concernant le SPECIALIZED route !!\nVélo au top 👌\nCommerçant à l’écoute et disponible …'), ('Tanguy Bsk', '2024-05-24', '5', ""Une très bonne expérience avec 6clo. J'ai pris un Specialized Sirrus pour un trajet sur plusieurs jours de 400km et le confort du vélo est super. …""), ('Claire Wambergue', '2024-05-24', '5', 'Super expérience! Attention, il n\'y a pas de boutique physique, c\'est un service de ""pick up"" dans le Marais. Mais pas de souci, il y a bien une ""vraie"" personne qui gère tout çà de main de maitre! Facile de communiquer par téléphone, …'), ('David Pinaud', '2024-09-21', '5', 'Excellente expérience. Réservation facile, récupération et dépose tu vélo sans problème.')]",bike,2
Paris à Vélo,"22 Rue Alphonse Baudin, 75011 Paris",48.87,2.28,"4,7",291,"[('Yves Thomazeau', '2024-07-23', '5', 'Un des rares loueur de vélo parisien. Sérieux compétent et aimable que demander de plus ? Je recommande.\nSeul bémol, le site internet non fonctionnel , téléphone obligatoire.'), ('Eric Chehab', '2023-12-21', '5', 'My wife loves to walk Paris, but her mobility has been compromised over the years. So we rented a tandem bicycle from Paris a Velo last year, which gave us the freedom to go everywhere. In fact, we loved it so much we did it again this …'), ('Ger Main', '2024-08-22', '5', ""J'ai eu besoin en urgence d'un cargo et j'ai été accueilli avec simplicité sans aucune prise de tête, je suis reparti avec en moins de 10 minutes avec l'impression d'être choyé comme un client régulier, la classe à Paname ! Courrez y, roulez y !""), ('Mariannick Mercure', '2023-12-21', '5', 'Super service et différents modèles de vélos familiaux «\xa0funky\xa0»: on a loué le cargo-avant électrique Babboe mini 3 jours puis un tandem parent-enfant 2 jours. Le plus beau bout de notre semaine à Paris était définitivement les déplacements à vélo! Vive le vélo, vive Paris!'), ('Nathalie Ulpiano', '2024-05-24', '5', 'Je recommande à 100%. Le gérant est super sympa et  accueillant (il nous a même gardé les valises durant notre escapade).Les vélos électriques sont hyper confortables.'), ('Amandine LECOMTE', '2024-10-21', '5', 'Je tiens à laisser un commentaire car expérience plus que satisfaisante pour une location de VTT ce week-end.\nRien à redire, je conseille vivement !'), ('ugo borgia', '2024-04-24', '5', 'Bon contact  , vélo cargo de bonne facture , Idéal pour découvrir Paris sans tout les ennuies des transport en commun avec deux enfant et une poussette !'), ('Justine Landenne', '2024-11-20', '5', 'Le vendeur est extrêmement sympathique et donne de précieux conseils sur les itinéraires. Je recommande vivement !'), ('Antonin Bergeaud', '2024-09-21', '5', 'Très sympa, très pro et tes bons vélos y compris pour les enfants'), ('Imran Khan', '2023-12-21', '5', ""Dès mon arrivée, l'équipe amicale et compétente de la boutique m'a accueilli chaleureusement et a pris le temps de comprendre mes besoins. Ils m'ont offert des conseils avisés sur les différentes options de location de vélos disponibles et m'ont aidé à choisir celui qui convenait le mieux à mes préférences et à mes besoins."")]",bike,2
Cyclo-Café Paris,"28 Rue François Bonvin, 75015 Paris",48.87,2.28,"4,9",59,"[('Aida Azzouz Youbi', '2024-07-23', '5', ""Nous avons eu le plaisir de fêter l'EVJF de ma soeur d'une manière absolument différente et originale, grâce à Cyclo-Café.\nLes options qu'ils proposent complètent l'expérience et la rendent unique, et la …""), ('halima samoudi', '2024-09-21', '5', 'Une experience originale qui fait l unanimité.\nNous avons fete un anniversaire et nous avons ri, mangé, chanté du début à la fin. …'), ('Eric Truong', '2018-12-22', '5', ""J'ai fait mon anniv lors d'une balade de nuit à bord du Cyclo-Café. Super équipe, invités amusés, gateau d'anniv soufflé devant la Tour Eiffel. Un très bon moment pour tout le monde. A faire absolument!""), ('Claire Chaventon', '2023-12-21', '5', ""Une expérience peu commune pour un EVJF sportif. Nous avons toutes apprécié ce bon moment en compagnie de notre guide Mikaël ! Je recommande vivement une balade d'une heure et demie pour profiter pleinement :)""), ('Julie Boquet', '2023-12-21', '5', 'Super moment passé entre filles pour un EVJF! Activité très originale et très belle balade! Mickael qui nous a accompagné a été au top! Je recommande :)'), ('Sieme Miladi', '2022-12-21', '5', 'Superbe expérience, on était 8 et c’était parfait ! Très drôle et ludique, c’est un bon moyen pour faire l’apéro différemment, passer un chouette moment avec ses amis, ou encore fêter quelque chose. On s’amuse, on rigole, on pédale et on boit ! J’adore le concept, l’ambiance et le chauffeur est vraiment cool 😍 …'), ('Sandrine Alain', '2022-12-21', '5', ""Nous avons passé un excellent moment !\nC'est une expérience ludique, assez sportive quand même ;-) mais tellement drôle à faire entre amis ou collègues. Je recommande vivement. Cela permet de visiter la capitale autrement, à un rythme différent.""), ('Moon Cni', '2023-12-21', '5', 'Très très bon moment avec mes copines pour mon anniversaire. Nous étions une dizaine et avons pédalé en musique avec arrêt à la Tour Eiffel . Je recommande cette activité  à faire de nuit c’est encore plus magique. Et préparez vos jambes !!!'), ('thomas Bidault', '2022-12-21', '5', ""Nous avons passé un agréable moment à 14 sur cet énorme vélo. Le chauffeur Mickael était au top et l'ambiance au rendez vous. Après une petite côte un peu rude, la ballade au soleil a été des agréable. Je recommande vivement !""), ('Justine berthoux', '2022-12-21', '5', ""Super expérience pour un EVJF! Très beau parcours, et belle ambiance avec l'option blindtest. Nous n'étions que des filles (7) et le pédalage était parfois un peu difficile mais on a vraiment bien profité de ce moment! Je recommande vivement."")]",bike,2
"Bike Rental Paris, Paris Bike Tour Orange Fox","32 Rue Feydeau, 75002 Paris",48.87,2.28,"4,9",359,"[('Laurence Descamps', '2024-08-22', '5', 'Superbe journée avec un guide ultra sympa. Profitez de ces Jeux Olympiques pour visiter Paris comme jamais.\nLes rues sont aux vélos! …'), ('Giulia Jeannot', '2024-10-21', '1', 'Fuyez !\nJe ne recommande absolument pas.\nL’équipe n’est pas du tout au point. Départ avec 30 min de retard, arrivée avec …'), ('Frédéric PEYRAT', '2024-06-23', '5', 'Super équipe vélo en excellent état !!! Je recommande vivement'), ('Léa Estrade', '2024-09-21', '5', 'Super moment avec Yaro, un guide en or, patient et souriant. Une très bonne activité à faire entre amis ou collègues \U0001faf6 …'), ('Jeremy Kenam', '2024-10-21', '5', 'Superbe experience ce jour de paris (3h) avec Bogdan! 👌🏻 des parisiens qui visitent Paris 😂 …'), ('Marcello Lanza', '2024-08-22', '5', ""C'était génial, j'ai passé un très bon moment. Très amusant. J'ai appris plein de choses.""), ('laloue thomas', '2024-09-21', '5', 'Une visite vraiment complète avec un guide plus que qualifié pour nous faire part de toutes les meilleures anecdotes sur Paris !'), ('dorchy christian', '2024-04-24', '5', 'Lors de notre passage a Paris avec mon épouse, nous avons visite Paris en vélo électrique   avec un guide très sympa multi  langues ...je recommande cette expérience .. elle restera une expérience originale et inoubliable  !!👍 …'), ('Clotilde POUPOT', '2024-08-22', '5', 'Balade en vélo très agréable. Le personnel est formidable et les vélos sont neufs.'), ('Denis Montreuil', '2024-10-21', '5', 'Très bon guide et très bonne expédition. Canada')]",bike,2
DolceVia - Location de vélos à Paris,"58 Rue de Cléry, 75002 Paris",48.87,2.28,"5,0",117,"[('ls vsky', '2024-08-22', '5', 'Une expérience absolument géniale avec DolceVia, je recommande vivement !\nNous sommes partis à trois amis faire un Paris-Deauville en one-way. Quel confort ces vélos et quel confort de pouvoir les déposer à la gare et revenir «\xa0les …'), ('Tolares', '2024-08-22', '5', 'Un voyage Paris - Deauville parfaitement organisé grâce au planificateur qui nous a permis de trouver des logements et restaurants sur notre chemin !\nDes vélos très qualitatifs qui permettent de faire des étapes de 80km sans …'), ('Guy MAUJEAN', '2024-09-21', '5', ""Une expérience parisienne et périphérique inoubliable sur un vélo tout confort qui a avalé 500 kms sans broncher. Paris,  Versailles, Chantilly... Et toujours bien conseillé par l'équipe ''Dolcevia'' de Paris. À refaire ? Sans aucun doute !""), ('Begüm Ayırga', '2024-07-23', '5', ""C'était une excellente expérience. Tout le monde s'est très bien occupé de nous. Ils étaient également très intéressés par notre petit voyage. C'est gentil quand les gens développent des relations comme celle-ci. Le premier jour, nous avons …""), ('Cathy Delerive', '2024-10-21', '5', 'Merci beaucoup ! Accueil efficace et vraiment sympa. Le vélo loué pour 15 jours etait d’une grande qualité. Merveilleuse expérience entre Paris et Bordeaux sur la Scandiberique. Nous n’hésiterons pas à revenir pour un prochaine rando-vélo ! Je recommande vivement !'), ('Alisée Pierrot', '2024-05-24', '5', ""Expérience parfaite ! 2 vélos loués et embarqués dans le train pour un périple de 2 jours en itinérance: équipement parfaitement adapté, super conseils, patience du gérant, proximité des gares (7 min à vélo de gare de l'Est par exemple)... Je recommande à 100% ! Merci Théodore !""), ('Sam Pers', '2024-06-23', '5', ""J'ai récemment eu le plaisir de découvrir DolceVia pour une journée de vélo autour de la région, et je dois dire que l'expérience a été absolument fantastique ! …""), ('Dufermont Alexia', '2023-12-21', '5', 'Super expérience de vélo électrique avec Dolcevia. J’ai pu faire 70km et il me restait encore de la batterie. Les vélos sont en très bon état, tout terrain, et les accessoires sont fournis avec : casque, sacoches, porte téléphone… Le top !'), ('Matthieu Brochard', '2024-05-24', '5', 'Génial!! Je recommande à 200%. Nous avons eu recours aux services de Dolcevia et des conseils avisés de Théodore pour rejoindre les cabanes du grand chêne près de Chantilly depuis Paris. Avons loué 2 vélos électriques super pour deux jours. …'), ('Arnaud Le Canu', '2024-08-22', '5', ""Excellent service. Des vélos en bon état. La réservation est facile. Il est rare de pouvoir louer un Riese and Müller (électrique). Les images du site ne correspondent pas exactement à l'offre (tous les vélos électriques sont à courroie et …"")]",bike,2
Holland Bikes Tours & Rentals - Opéra (Paris 9ème),"parking meyerbeer, 3 Rue de la Chau. d'Antin niveau-1, 75009 Paris",48.87,2.28,"4,7",306,"[('guillaume drn', '2024-06-23', '1', 'C’est bien de faire tourner des touristes dans la ville en vélo mais leur faire respecter le code de la route serait encore mieux.\nSe faire klaxonner alors que l’on est sur un trottoir par une horde de vélo puis se faire limite insulter parce que l’on ose leur dire que c’est interdit n’est pas très plaisant.'), ('Elvina Pascal', '2022-12-21', '5', 'Super équipe au top, ils ont été très réactifs pour réparer mon vieux vélo, rapides, compétents et sympas. Équipe hyper professionnelle, leur panel est large du vélo électrique, hollandais , VTT, vintage, VTC, Fixie ils s’y connaissent dans …'), ('Natasa Veljancic', '2023-12-21', '5', ""Accueil chaleureux, personnel à l'écoute. Nous avons loué deux vélos classiques, ils sont de grande qualité et confortables ! Parfaits pour découvrir la ville de Paris, à ne pas manquer !""), ('Griziotti Giorgio', '2024-02-24', '1', ""C'est juste un voleur. Les frais de réparation sont si élevés pour remplacer une petite plaquette de frein. Les accessoires ne coûtent que quelques euros. Le coût de la réparation permet d'acheter un vélo d'occasion.""), ('Roper Stern', '2023-12-21', '4', 'Très pratique pour une location de vélo à la dernière minutes. Au niveau -1 du parking Opéra on retrouve une flotte de vélos conséquente pour tout les goûts : electrique, cargo, .... …'), ('Gregoire LCDLH', '2022-12-21', '1', ""Un ressort cassé dans un frein de mon vélo quasi neuf, ils me changent les deux poignets sans me prévenir, 41€. Pourquoi ne pas changer le ressort? me prévenir avant ? j'étais venu remettre droit mon guidon à la base... le temps de …""), ('Maxime Bridier', '2021-12-21', '5', ""Parcours client au top, très bon rapport qualité prix et super positionnement dans Paris.\nÉquipe réactive (même avec les délais d'en ce moment !) qui se soucie de la …""), ('Maxime Marçais', '2022-12-21', '2', ""Ils sont supers sympas. Mais j'y ai laissé mon vélo 3 semaines et demie tout ça pour que je finisse par découvrir moi-même d'où venait la pane et que j'achète la pièce de rechange. Main d'oeuvre rien à redire.""), ('Alain Lefebvre', '2021-12-21', '5', 'Excellente équipe, très professionnelle, réactive, très arrangeante pour les rendez vous et très aimable. Géographiquement très bien situé ( en plein centre de Paris)  malheureusement on a du mal à trouver l’ atelier situé au 1er sous sol …'), ('Benjamin DAPRES DE BLANZY', '2022-12-21', '5', ""Excellente experience depuis 2 ans avec Holland Bike; j.ai deux vélos en leasing chez eux. Équipe super sympa, super compétente; toujours dispo pour aider des qu'il y a un souci. Je recommande vivement👍 …"")]",bike,2
Les Hauts Vélos,"14 Rue Sainte-Cécile, 75009 Paris",48.87,2.28,"5,0",95,"[('allin lyon', '2024-06-23', '5', 'Nous avons acheté via la société ""Les hauts vélos"" un magnifique Phatfour qui répond à toutes nos attentes et même plus encore. Un grand merci à l\'équipe qui nous a conseillé, aidé et accompagné. Ils ont également un super service après …'), ('Alexis Mottret', '2024-12-15', '5', 'Toujours très satisfait de la réactivité et du professionnalisme de l’équipe des hauts vélos. Clients depuis l’ouverture ils ont toujours su s’adapter à mes besoins. Je recommande fortement.'), ('Victoire Lippert', '2024-12-14', '5', 'Très belle sélection de vélos électriques et surtout de vélos cargos, j’ai acheté un Kino Bike il y a 2 mois, et j’en suis ravi. Les vendeurs sont au top, très disponibles et toujours aussi présents pour le service après vente. Je recommande !'), ('Camille Trapé', '2024-11-20', '5', 'Un large choix de vélo, des conseils hyper pertinent et surtout un service après vente excellent!! Je ne regrette pas du tout d’avoir choisi un vélo chez eux, ils sont adorables et super disponible pour m’aider alors que je n’y connais rien!! Je recommande fortement les hauts vélo !'), ('Lucy Priest', '2024-11-20', '5', 'Super équipe, souriante et à l’écoute. Ils m’ont réparé mon vélo gratuitement après une chute un soir en moins de dix minutes avec soin et attention. Je recommande à 100%'), ('Inès LAGUERRE', '2024-10-21', '5', ""Superbe boutique ! J'avais un doute concernant ma roue arrière sur une potentielle creuvaison lente, et ils ont pris le temps de checker mon vélo gratuitement et de le regonfler, franchement trop sympa. Merci beaucoup !!""), ('Johanna Barbier', '2024-09-21', '5', 'Excellent accueil et équipe très professionnelle.\nIls m’ont donné de bons conseils et on réparé mon vélo de manière rapide et efficace !\nJe recommande !!'), ('metre yodalf', '2024-09-21', '5', 'Accueil toujours au top. À chaque fois que j’ai besoin de faire réparer mon vélo les 2 vendeurs sont toujours dispo à 100%.\nEt j’en repars toujours ravi avec bizarrement l’envie d’y revenir rapidement.\nVous pouvez y aller les yeux fermés.'), ('aurelie Beau', '2024-07-23', '5', 'J ai eu un problème en repartant de mon travail en vélo.La visse qui tient la selle s est cassée.\nJ ai fait plusieurs boutiques de vélos mais impossible de trouver la même visse. …'), ('Laura Poizot', '2024-06-23', '5', ""Gaspard est venu chercher mon vélo en urgence suite à une crevaison et je l'ai récupéré le soir même. Merci pour votre efficacité et professionnalisme! De plus, la boutique est canon et l'équipe est sympa. Je recommande à 100% !"")]",bike,2
